pixelindex,2h_b,2h_m,6h_b,6h_m,10m_b,10m_m,12h_b,12h_m,20m_b,20m_m,24h_b,24h_m,30m_b,30m_m,60m_b,60m_m
143090,-2.02122,0.053858,-2.02122,0.035068,-2.02122,0.195818,-2.02122,0.027049,-2.02122,0.1274,-2.02122,0.02203,-2.02122,0.102995,-2.02122,0.072758
143091,-2.0092,0.054144,-2.0092,0.035254,-2.0092,0.196856,-2.0092,0.027192,-2.0092,0.128075,-2.0092,0.022146,-2.0092,0.103541,-2.0092,0.073144
143092,-1.9871,0.054407,-1.9871,0.035425,-1.9871,0.197812,-1.9871,0.027324,-1.9871,0.128697,-1.9871,0.022254,-1.9871,0.104044,-1.9871,0.073499
143093,-1.96417,0.054701,-1.96417,0.035616,-1.96417,0.198881,-1.96417,0.027472,-1.96417,0.129392,-1.96417,0.022374,-1.96417,0.104606,-1.96417,0.073896
143094,-1.9461,0.055117,-1.9461,0.035888,-1.9461,0.200394,-1.9461,0.027681,-1.9461,0.130377,-1.9461,0.022544,-1.9461,0.105402,-1.9461,0.074458
143095,-1.93838,0.055722,-1.93838,0.036281,-1.93838,0.202593,-1.93838,0.027984,-1.93838,0.131808,-1.93838,0.022792,-1.93838,0.106559,-1.93838,0.075276
143096,-1.92605,0.056248,-1.92605,0.036624,-1.92605,0.204508,-1.92605,0.028249,-1.92605,0.133053,-1.92605,0.023007,-1.92605,0.107566,-1.92605,0.075987
143097,-1.91188,0.056734,-1.91188,0.03694,-1.91188,0.206274,-1.91188,0.028493,-1.91188,0.134202,-1.91188,0.023206,-1.91188,0.108495,-1.91188,0.076643
143098,-1.88979,0.057059,-1.88979,0.037152,-1.88979,0.207455,-1.88979,0.028656,-1.88979,0.134971,-1.88979,0.023339,-1.88979,0.109116,-1.88979,0.077082
143099,-1.86702,0.057278,-1.86702,0.037294,-1.86702,0.20825,-1.86702,0.028766,-1.86702,0.135488,-1.86702,0.023428,-1.86702,0.109534,-1.86702,0.077377
143100,-1.85319,0.057544,-1.85319,0.037468,-1.85319,0.20922,-1.85319,0.0289,-1.85319,0.136119,-1.85319,0.023537,-1.85319,0.110044,-1.85319,0.077738
143101,-1.84153,0.057813,-1.84153,0.037643,-1.84153,0.210197,-1.84153,0.029035,-1.84153,0.136755,-1.84153,0.023647,-1.84153,0.110558,-1.84153,0.078101
143102,-1.82244,0.057948,-1.82244,0.037731,-1.82244,0.210686,-1.82244,0.029102,-1.82244,0.137073,-1.82244,0.023702,-1.82244,0.110816,-1.82244,0.078283
143103,-1.7922,0.057913,-1.7922,0.037708,-1.7922,0.210559,-1.7922,0.029085,-1.7922,0.13699,-1.7922,0.023688,-1.7922,0.110749,-1.7922,0.078235
143104,-1.76428,0.057912,-1.76428,0.037708,-1.76428,0.210557,-1.76428,0.029084,-1.76428,0.136989,-1.76428,0.023688,-1.76428,0.110747,-1.76428,0.078234
143105,-1.74635,0.05805,-1.74635,0.037797,-1.74635,0.211059,-1.74635,0.029154,-1.74635,0.137315,-1.74635,0.023744,-1.74635,0.111012,-1.74635,0.078421
143106,-1.73467,0.058294,-1.73467,0.037956,-1.73467,0.211946,-1.73467,0.029276,-1.73467,0.137892,-1.73467,0.023844,-1.73467,0.111478,-1.73467,0.07875
143123,-1.7399,0.06806,-1.7399,0.044315,-1.7399,0.247453,-1.7399,0.034181,-1.7399,0.160994,-1.7399,0.027838,-1.7399,0.130154,-1.7399,0.091944
143124,-1.73868,0.068543,-1.73868,0.044629,-1.73868,0.249208,-1.73868,0.034423,-1.73868,0.162135,-1.73868,0.028036,-1.73868,0.131077,-1.73868,0.092596
143125,-1.7376,0.068993,-1.7376,0.044923,-1.7376,0.250846,-1.7376,0.03465,-1.7376,0.163201,-1.7376,0.02822,-1.7376,0.131938,-1.7376,0.093204
143126,-1.74033,0.069443,-1.74033,0.045216,-1.74033,0.252483,-1.74033,0.034876,-1.74033,0.164266,-1.74033,0.028404,-1.74033,0.132799,-1.74033,0.093812
143127,-1.74294,0.069872,-1.74294,0.045495,-1.74294,0.25404,-1.74294,0.035091,-1.74294,0.165279,-1.74294,0.028579,-1.74294,0.133618,-1.74294,0.094391
143128,-1.74067,0.070204,-1.74067,0.045711,-1.74067,0.255248,-1.74067,0.035258,-1.74067,0.166065,-1.74067,0.028715,-1.74067,0.134254,-1.74067,0.09484
143129,-1.73811,0.070533,-1.73811,0.045925,-1.73811,0.256444,-1.73811,0.035423,-1.73811,0.166843,-1.73811,0.02885,-1.73811,0.134883,-1.73811,0.095284
143130,-1.73599,0.070871,-1.73599,0.046145,-1.73599,0.257673,-1.73599,0.035593,-1.73599,0.167643,-1.73599,0.028988,-1.73599,0.135529,-1.73599,0.095741
143131,-1.74673,0.071387,-1.74673,0.046481,-1.74673,0.25955,-1.74673,0.035852,-1.74673,0.168864,-1.74673,0.029199,-1.74673,0.136517,-1.74673,0.096438
143562,-1.77076,0.067169,-1.77076,0.043735,-1.77076,0.244215,-1.77076,0.033734,-1.77076,0.158887,-1.77076,0.027474,-1.77076,0.128451,-1.77076,0.09074
143563,-1.74073,0.065925,-1.74073,0.042925,-1.74073,0.239691,-1.74073,0.033109,-1.74073,0.155944,-1.74073,0.026965,-1.74073,0.126071,-1.74073,0.08906
143564,-1.71163,0.064722,-1.71163,0.042142,-1.71163,0.235317,-1.71163,0.032505,-1.71163,0.153098,-1.71163,0.026473,-1.71163,0.123771,-1.71163,0.087434
143565,-1.68308,0.063548,-1.68308,0.041377,-1.68308,0.231047,-1.68308,0.031915,-1.68308,0.15032,-1.68308,0.025993,-1.68308,0.121525,-1.68308,0.085848
143566,-1.65608,0.062418,-1.65608,0.040642,-1.65608,0.226941,-1.65608,0.031348,-1.65608,0.147649,-1.65608,0.025531,-1.65608,0.119365,-1.65608,0.084322
143567,-1.63299,0.061364,-1.63299,0.039955,-1.63299,0.223107,-1.63299,0.030818,-1.63299,0.145154,-1.63299,0.0251,-1.63299,0.117349,-1.63299,0.082898
143568,-1.61235,0.060369,-1.61235,0.039307,-1.61235,0.219489,-1.61235,0.030318,-1.61235,0.1428,-1.61235,0.024692,-1.61235,0.115445,-1.61235,0.081553
143569,-1.60183,0.059516,-1.60183,0.038752,-1.60183,0.21639,-1.60183,0.02989,-1.60183,0.140784,-1.60183,0.024344,-1.60183,0.113815,-1.60183,0.080402
143570,-1.59613,0.05874,-1.59613,0.038246,-1.59613,0.213567,-1.59613,0.0295,-1.59613,0.138947,-1.59613,0.024026,-1.59613,0.11233,-1.59613,0.079353
143571,-1.59031,0.057981,-1.59031,0.037752,-1.59031,0.210808,-1.59031,0.029119,-1.59031,0.137152,-1.59031,0.023716,-1.59031,0.110879,-1.59031,0.078328
143572,-1.58589,0.057264,-1.58589,0.037285,-1.58589,0.208199,-1.58589,0.028759,-1.58589,0.135455,-1.58589,0.023422,-1.58589,0.109507,-1.58589,0.077359
143573,-1.582,0.056567,-1.582,0.036832,-1.582,0.205667,-1.582,0.028409,-1.582,0.133808,-1.582,0.023138,-1.582,0.108176,-1.582,0.076418
143574,-1.58012,0.055903,-1.58012,0.0364,-1.58012,0.203254,-1.58012,0.028076,-1.58012,0.132237,-1.58012,0.022866,-1.58012,0.106906,-1.58012,0.075521
143575,-1.58283,0.05533,-1.58283,0.036026,-1.58283,0.201168,-1.58283,0.027788,-1.58283,0.130881,-1.58283,0.022631,-1.58283,0.105809,-1.58283,0.074746
143576,-1.5889,0.054834,-1.5889,0.035704,-1.5889,0.199367,-1.5889,0.027539,-1.5889,0.129708,-1.5889,0.022429,-1.5889,0.104862,-1.5889,0.074077
143577,-1.5953,0.054362,-1.5953,0.035396,-1.5953,0.197649,-1.5953,0.027301,-1.5953,0.128591,-1.5953,0.022235,-1.5953,0.103958,-1.5953,0.073438
143578,-1.60771,0.053977,-1.60771,0.035145,-1.60771,0.196249,-1.60771,0.027108,-1.60771,0.12768,-1.60771,0.022078,-1.60771,0.103222,-1.60771,0.072918
143579,-1.63525,0.053786,-1.63525,0.035021,-1.63525,0.195555,-1.63525,0.027012,-1.63525,0.127229,-1.63525,0.022,-1.63525,0.102857,-1.63525,0.072661
143580,-1.66339,0.053622,-1.66339,0.034914,-1.66339,0.194957,-1.66339,0.02693,-1.66339,0.12684,-1.66339,0.021933,-1.66339,0.102542,-1.66339,0.072438
143581,-1.69065,0.053462,-1.69065,0.03481,-1.69065,0.194379,-1.69065,0.02685,-1.69065,0.126463,-1.69065,0.021868,-1.69065,0.102238,-1.69065,0.072223
143582,-1.71537,0.053271,-1.71537,0.034686,-1.71537,0.193684,-1.71537,0.026754,-1.71537,0.126011,-1.71537,0.021789,-1.71537,0.101873,-1.71537,0.071965
143583,-1.74365,0.053164,-1.74365,0.034616,-1.74365,0.193294,-1.74365,0.0267,-1.74365,0.125757,-1.74365,0.021746,-1.74365,0.101668,-1.74365,0.07182
143584,-1.7723,0.053096,-1.7723,0.034572,-1.7723,0.193047,-1.7723,0.026666,-1.7723,0.125597,-1.7723,0.021718,-1.7723,0.101538,-1.7723,0.071728
143585,-1.79859,0.053008,-1.79859,0.034514,-1.79859,0.192726,-1.79859,0.026621,-1.79859,0.125388,-1.79859,0.021682,-1.79859,0.101369,-1.79859,0.071609
143586,-1.82647,0.052954,-1.82647,0.034479,-1.82647,0.192532,-1.82647,0.026595,-1.82647,0.125261,-1.82647,0.02166,-1.82647,0.101267,-1.82647,0.071537
143587,-1.85587,0.052931,-1.85587,0.034465,-1.85587,0.192448,-1.85587,0.026583,-1.85587,0.125207,-1.85587,0.02165,-1.85587,0.101223,-1.85587,0.071506
143588,-1.88882,0.052952,-1.88882,0.034478,-1.88882,0.192523,-1.88882,0.026593,-1.88882,0.125256,-1.88882,0.021659,-1.88882,0.101262,-1.88882,0.071534
143589,-1.92773,0.053074,-1.92773,0.034557,-1.92773,0.192967,-1.92773,0.026655,-1.92773,0.125545,-1.92773,0.021709,-1.92773,0.101496,-1.92773,0.071699
143590,-1.95982,0.053232,-1.95982,0.03466,-1.95982,0.193541,-1.95982,0.026734,-1.95982,0.125918,-1.95982,0.021773,-1.95982,0.101797,-1.95982,0.071912
143591,-1.97022,0.053257,-1.97022,0.034677,-1.97022,0.193633,-1.97022,0.026747,-1.97022,0.125978,-1.97022,0.021784,-1.97022,0.101846,-1.97022,0.071946
143592,-1.97149,0.053206,-1.97149,0.034643,-1.97149,0.193445,-1.97149,0.026721,-1.97149,0.125856,-1.97149,0.021763,-1.97149,0.101747,-1.97149,0.071877
143593,-1.97463,0.053166,-1.97463,0.034618,-1.97463,0.193303,-1.97463,0.026701,-1.97463,0.125763,-1.97463,0.021747,-1.97463,0.101672,-1.97463,0.071823
143594,-1.98256,0.053185,-1.98256,0.03463,-1.98256,0.19337,-1.98256,0.02671,-1.98256,0.125807,-1.98256,0.021754,-1.98256,0.101708,-1.98256,0.071848
143595,-1.98802,0.05315,-1.98802,0.034607,-1.98802,0.193241,-1.98802,0.026693,-1.98802,0.125723,-1.98802,0.02174,-1.98802,0.10164,-1.98802,0.071801
143596,-2.0025,0.053287,-2.0025,0.034696,-2.0025,0.19374,-2.0025,0.026761,-2.0025,0.126048,-2.0025,0.021796,-2.0025,0.101902,-2.0025,0.071986
143597,-2.00003,0.053254,-2.00003,0.034675,-2.00003,0.193622,-2.00003,0.026745,-2.00003,0.125971,-2.00003,0.021782,-2.00003,0.10184,-2.00003,0.071942
143598,-2.02613,0.053613,-2.02613,0.034908,-2.02613,0.194926,-2.02613,0.026925,-2.02613,0.126819,-2.02613,0.021929,-2.02613,0.102526,-2.02613,0.072427
143599,-2.0559,0.054053,-2.0559,0.035195,-2.0559,0.196527,-2.0559,0.027146,-2.0559,0.127861,-2.0559,0.022109,-2.0559,0.103368,-2.0559,0.073021
143600,-2.05926,0.054318,-2.05926,0.035367,-2.05926,0.197488,-2.05926,0.027279,-2.05926,0.128486,-2.05926,0.022217,-2.05926,0.103873,-2.05926,0.073379
143601,-2.05345,0.05469,-2.05345,0.035609,-2.05345,0.198841,-2.05345,0.027466,-2.05345,0.129366,-2.05345,0.02237,-2.05345,0.104585,-2.05345,0.073881
143602,-2.03316,0.054895,-2.03316,0.035743,-2.03316,0.199587,-2.03316,0.027569,-2.03316,0.129852,-2.03316,0.022454,-2.03316,0.104978,-2.03316,0.074159
143603,-2.02791,0.055344,-2.02791,0.036035,-2.02791,0.201219,-2.02791,0.027795,-2.02791,0.130913,-2.02791,0.022637,-2.02791,0.105836,-2.02791,0.074765
143604,-2.01336,0.055753,-2.01336,0.036302,-2.01336,0.202707,-2.01336,0.028,-2.01336,0.131882,-2.01336,0.022805,-2.01336,0.106619,-2.01336,0.075318
143605,-1.99021,0.056082,-1.99021,0.036516,-1.99021,0.203904,-1.99021,0.028165,-1.99021,0.13266,-1.99021,0.022939,-1.99021,0.107248,-1.99021,0.075762
143606,-1.977,0.056576,-1.977,0.036838,-1.977,0.2057,-1.977,0.028414,-1.977,0.133829,-1.977,0.023141,-1.977,0.108193,-1.977,0.07643
143607,-1.9633,0.057109,-1.9633,0.037185,-1.9633,0.207637,-1.9633,0.028681,-1.9633,0.135089,-1.9633,0.023359,-1.9633,0.109212,-1.9633,0.07715
143608,-1.93647,0.057381,-1.93647,0.037362,-1.93647,0.208625,-1.93647,0.028818,-1.93647,0.135732,-1.93647,0.02347,-1.93647,0.109731,-1.93647,0.077517
143609,-1.90706,0.057561,-1.90706,0.037479,-1.90706,0.209279,-1.90706,0.028908,-1.90706,0.136158,-1.90706,0.023544,-1.90706,0.110076,-1.90706,0.07776
143610,-1.88265,0.057742,-1.88265,0.037597,-1.88265,0.20994,-1.88265,0.028999,-1.88265,0.136587,-1.88265,0.023618,-1.88265,0.110423,-1.88265,0.078005
143611,-1.86745,0.057989,-1.86745,0.037758,-1.86745,0.210837,-1.86745,0.029123,-1.86745,0.137171,-1.86745,0.023719,-1.86745,0.110895,-1.86745,0.078339
143612,-1.85647,0.05824,-1.85647,0.037921,-1.85647,0.211748,-1.85647,0.029249,-1.85647,0.137764,-1.85647,0.023822,-1.85647,0.111374,-1.85647,0.078677
143613,-1.83648,0.058349,-1.83648,0.037992,-1.83648,0.212144,-1.83648,0.029304,-1.83648,0.138021,-1.83648,0.023866,-1.83648,0.111582,-1.83648,0.078824
143614,-1.81032,0.058357,-1.81032,0.037997,-1.81032,0.212173,-1.81032,0.029308,-1.81032,0.13804,-1.81032,0.023869,-1.81032,0.111597,-1.81032,0.078835
143615,-1.78702,0.058356,-1.78702,0.037996,-1.78702,0.21217,-1.78702,0.029307,-1.78702,0.138039,-1.78702,0.023869,-1.78702,0.111596,-1.78702,0.078834
143616,-1.77335,0.058484,-1.77335,0.03808,-1.77335,0.212635,-1.77335,0.029371,-1.77335,0.138341,-1.77335,0.023921,-1.77335,0.11184,-1.77335,0.079006
143617,-1.756,0.058597,-1.756,0.038153,-1.756,0.213046,-1.756,0.029428,-1.756,0.138608,-1.756,0.023968,-1.756,0.112057,-1.756,0.079159
143618,-1.74152,0.058778,-1.74152,0.038271,-1.74152,0.213705,-1.74152,0.029519,-1.74152,0.139037,-1.74152,0.024042,-1.74152,0.112403,-1.74152,0.079404
143634,-1.74462,0.067562,-1.74462,0.043991,-1.74462,0.245642,-1.74462,0.033931,-1.74462,0.159815,-1.74462,0.027635,-1.74462,0.129201,-1.74462,0.091271
143635,-1.74384,0.068048,-1.74384,0.044307,-1.74384,0.24741,-1.74384,0.034175,-1.74384,0.160965,-1.74384,0.027834,-1.74384,0.130131,-1.74384,0.091927
143636,-1.74331,0.06854,-1.74331,0.044627,-1.74331,0.249197,-1.74331,0.034422,-1.74331,0.162128,-1.74331,0.028035,-1.74331,0.131071,-1.74331,0.092592
143637,-1.74255,0.068996,-1.74255,0.044925,-1.74255,0.250857,-1.74255,0.034651,-1.74255,0.163208,-1.74255,0.028221,-1.74255,0.131944,-1.74255,0.093208
143638,-1.74298,0.06942,-1.74298,0.045201,-1.74298,0.252399,-1.74298,0.034864,-1.74298,0.164212,-1.74298,0.028395,-1.74298,0.132755,-1.74298,0.093781
143639,-1.7463,0.06986,-1.7463,0.045487,-1.7463,0.253997,-1.7463,0.035085,-1.7463,0.165251,-1.7463,0.028575,-1.7463,0.133596,-1.7463,0.094375
143640,-1.7442,0.070195,-1.7442,0.045705,-1.7442,0.255214,-1.7442,0.035253,-1.7442,0.166043,-1.7442,0.028712,-1.7442,0.134236,-1.7442,0.094827
143641,-1.74137,0.070519,-1.74137,0.045916,-1.74137,0.256393,-1.74137,0.035416,-1.74137,0.16681,-1.74137,0.028844,-1.74137,0.134856,-1.74137,0.095265
143642,-1.73847,0.070844,-1.73847,0.046128,-1.73847,0.257576,-1.73847,0.035579,-1.73847,0.16758,-1.73847,0.028977,-1.73847,0.135478,-1.73847,0.095705
143643,-1.74286,0.071271,-1.74286,0.046406,-1.74286,0.259127,-1.74286,0.035793,-1.74286,0.168589,-1.74286,0.029152,-1.74286,0.136294,-1.74286,0.096281
143644,-1.75897,0.071857,-1.75897,0.046788,-1.75897,0.261259,-1.75897,0.036088,-1.75897,0.169976,-1.75897,0.029392,-1.75897,0.137416,-1.75897,0.097073
144075,-1.73653,0.065831,-1.73653,0.042864,-1.73653,0.239348,-1.73653,0.033061,-1.73653,0.15572,-1.73653,0.026927,-1.73653,0.125891,-1.73653,0.088932
144076,-1.70741,0.064628,-1.70741,0.04208,-1.70741,0.234974,-1.70741,0.032457,-1.70741,0.152875,-1.70741,0.026435,-1.70741,0.12359,-1.70741,0.087307
144077,-1.67981,0.063474,-1.67981,0.041329,-1.67981,0.230778,-1.67981,0.031878,-1.67981,0.150145,-1.67981,0.025963,-1.67981,0.121383,-1.67981,0.085748
144078,-1.65349,0.062364,-1.65349,0.040606,-1.65349,0.226742,-1.65349,0.03132,-1.65349,0.147519,-1.65349,0.025508,-1.65349,0.11926,-1.65349,0.084248
144079,-1.63117,0.061321,-1.63117,0.039927,-1.63117,0.22295,-1.63117,0.030796,-1.63117,0.145052,-1.63117,0.025082,-1.63117,0.117266,-1.63117,0.082839
144080,-1.61509,0.060376,-1.61509,0.039312,-1.61509,0.219514,-1.61509,0.030322,-1.61509,0.142816,-1.61509,0.024695,-1.61509,0.115459,-1.61509,0.081563
144081,-1.60749,0.059554,-1.60749,0.038777,-1.60749,0.216527,-1.60749,0.029909,-1.60749,0.140873,-1.60749,0.024359,-1.60749,0.113887,-1.60749,0.080453
144082,-1.60092,0.058766,-1.60092,0.038264,-1.60092,0.213662,-1.60092,0.029513,-1.60092,0.139009,-1.60092,0.024037,-1.60092,0.112381,-1.60092,0.079388
144083,-1.59457,0.058002,-1.59457,0.037766,-1.59457,0.210884,-1.59457,0.02913,-1.59457,0.137201,-1.59457,0.023724,-1.59457,0.110919,-1.59457,0.078356
144084,-1.58985,0.057281,-1.58985,0.037297,-1.58985,0.208264,-1.58985,0.028768,-1.58985,0.135497,-1.58985,0.02343,-1.58985,0.109541,-1.58985,0.077382
144085,-1.58593,0.056584,-1.58593,0.036843,-1.58593,0.205727,-1.58593,0.028417,-1.58593,0.133847,-1.58593,0.023144,-1.58593,0.108207,-1.58593,0.07644
144086,-1.58413,0.055922,-1.58413,0.036412,-1.58413,0.203321,-1.58413,0.028085,-1.58413,0.132281,-1.58413,0.022874,-1.58413,0.106942,-1.58413,0.075546
144087,-1.58685,0.055351,-1.58685,0.03604,-1.58685,0.201245,-1.58685,0.027798,-1.58685,0.13093,-1.58685,0.02264,-1.58685,0.10585,-1.58685,0.074774
144088,-1.59318,0.054862,-1.59318,0.035721,-1.59318,0.199467,-1.59318,0.027553,-1.59318,0.129774,-1.59318,0.02244,-1.59318,0.104914,-1.59318,0.074114
144089,-1.59974,0.054389,-1.59974,0.035413,-1.59974,0.197747,-1.59974,0.027315,-1.59974,0.128655,-1.59974,0.022247,-1.59974,0.10401,-1.59974,0.073475
144090,-1.61317,0.054017,-1.61317,0.035171,-1.61317,0.196395,-1.61317,0.027128,-1.61317,0.127775,-1.61317,0.022094,-1.61317,0.103299,-1.61317,0.072972
144091,-1.6395,0.053819,-1.6395,0.035043,-1.6395,0.195676,-1.6395,0.027029,-1.6395,0.127307,-1.6395,0.022014,-1.6395,0.10292,-1.6395,0.072705
144092,-1.66616,0.053641,-1.66616,0.034927,-1.66616,0.195028,-1.66616,0.026939,-1.66616,0.126886,-1.66616,0.021941,-1.66616,0.10258,-1.66616,0.072465
144093,-1.69326,0.053486,-1.69326,0.034825,-1.69326,0.194463,-1.69326,0.026861,-1.69326,0.126518,-1.69326,0.021877,-1.69326,0.102283,-1.69326,0.072255
144094,-1.72021,0.053333,-1.72021,0.034726,-1.72021,0.193908,-1.72021,0.026785,-1.72021,0.126157,-1.72021,0.021815,-1.72021,0.10199,-1.72021,0.072048
144095,-1.74857,0.053236,-1.74857,0.034663,-1.74857,0.193557,-1.74857,0.026736,-1.74857,0.125928,-1.74857,0.021775,-1.74857,0.101806,-1.74857,0.071918
144096,-1.77484,0.053152,-1.77484,0.034608,-1.77484,0.193252,-1.77484,0.026694,-1.77484,0.12573,-1.77484,0.021741,-1.77484,0.101645,-1.77484,0.071804
144097,-1.79745,0.053039,-1.79745,0.034535,-1.79745,0.192841,-1.79745,0.026637,-1.79745,0.125463,-1.79745,0.021695,-1.79745,0.101429,-1.79745,0.071652
144098,-1.82301,0.052977,-1.82301,0.034494,-1.82301,0.192614,-1.82301,0.026606,-1.82301,0.125315,-1.82301,0.021669,-1.82301,0.10131,-1.82301,0.071568
144099,-1.85146,0.052955,-1.85146,0.03448,-1.85146,0.192533,-1.85146,0.026595,-1.85146,0.125262,-1.85146,0.02166,-1.85146,0.101267,-1.85146,0.071537
144100,-1.88391,0.052978,-1.88391,0.034495,-1.88391,0.192618,-1.88391,0.026607,-1.88391,0.125318,-1.88391,0.02167,-1.88391,0.101312,-1.88391,0.071569
144101,-1.92689,0.053192,-1.92689,0.034634,-1.92689,0.193395,-1.92689,0.026714,-1.92689,0.125823,-1.92689,0.021757,-1.92689,0.101721,-1.92689,0.071858
144102,-1.96809,0.053472,-1.96809,0.034817,-1.96809,0.194415,-1.96809,0.026855,-1.96809,0.126487,-1.96809,0.021872,-1.96809,0.102257,-1.96809,0.072237
144103,-1.98712,0.053601,-1.98712,0.034901,-1.98712,0.194883,-1.98712,0.026919,-1.98712,0.126791,-1.98712,0.021924,-1.98712,0.102503,-1.98712,0.072411
144104,-1.98877,0.05356,-1.98877,0.034874,-1.98877,0.194733,-1.98877,0.026899,-1.98877,0.126694,-1.98877,0.021907,-1.98877,0.102424,-1.98877,0.072355
144105,-1.99039,0.053521,-1.99039,0.034848,-1.99039,0.19459,-1.99039,0.026879,-1.99039,0.126601,-1.99039,0.021891,-1.99039,0.102349,-1.99039,0.072302
144106,-1.99612,0.053547,-1.99612,0.034865,-1.99612,0.194687,-1.99612,0.026892,-1.99612,0.126664,-1.99612,0.021902,-1.99612,0.1024,-1.99612,0.072338
144107,-2.00208,0.053543,-2.00208,0.034863,-2.00208,0.194673,-2.00208,0.02689,-2.00208,0.126655,-2.00208,0.021901,-2.00208,0.102393,-2.00208,0.072333
144108,-2.01799,0.053756,-2.01799,0.035001,-2.01799,0.195446,-2.01799,0.026997,-2.01799,0.127158,-2.01799,0.021988,-2.01799,0.102799,-2.01799,0.07262
144109,-2.01548,0.053845,-2.01548,0.03506,-2.01548,0.195771,-2.01548,0.027042,-2.01548,0.127369,-2.01548,0.022024,-2.01548,0.10297,-2.01548,0.07274
144110,-2.02972,0.05417,-2.02972,0.035271,-2.02972,0.196952,-2.02972,0.027205,-2.02972,0.128137,-2.02972,0.022157,-2.02972,0.103592,-2.02972,0.073179
144111,-2.06449,0.054755,-2.06449,0.035652,-2.06449,0.199078,-2.06449,0.027499,-2.06449,0.129521,-2.06449,0.022396,-2.06449,0.10471,-2.06449,0.073969
144112,-2.06743,0.055046,-2.06743,0.035842,-2.06743,0.200137,-2.06743,0.027645,-2.06743,0.13021,-2.06743,0.022515,-2.06743,0.105267,-2.06743,0.074363
144113,-2.0698,0.055572,-2.0698,0.036184,-2.0698,0.20205,-2.0698,0.027909,-2.0698,0.131454,-2.0698,0.022731,-2.0698,0.106273,-2.0698,0.075074
144114,-2.06142,0.056046,-2.06142,0.036493,-2.06142,0.203774,-2.06142,0.028147,-2.06142,0.132576,-2.06142,0.022925,-2.06142,0.10718,-2.06142,0.075714
144115,-2.05242,0.056509,-2.05242,0.036794,-2.05242,0.205456,-2.05242,0.02838,-2.05242,0.13367,-2.05242,0.023114,-2.05242,0.108064,-2.05242,0.076339
144116,-2.03091,0.056914,-2.03091,0.037058,-2.03091,0.206928,-2.03091,0.028583,-2.03091,0.134628,-2.03091,0.023279,-2.03091,0.108839,-2.03091,0.076886
144117,-2.01608,0.057425,-2.01608,0.03739,-2.01608,0.208785,-2.01608,0.02884,-2.01608,0.135836,-2.01608,0.023488,-2.01608,0.109815,-2.01608,0.077576
144118,-1.99879,0.057877,-1.99879,0.037685,-1.99879,0.21043,-1.99879,0.029067,-1.99879,0.136906,-1.99879,0.023673,-1.99879,0.110681,-1.99879,0.078187
144119,-1.96789,0.058097,-1.96789,0.037828,-1.96789,0.211231,-1.96789,0.029178,-1.96789,0.137427,-1.96789,0.023763,-1.96789,0.111102,-1.96789,0.078485
144120,-1.9396,0.058281,-1.9396,0.037948,-1.9396,0.2119,-1.9396,0.02927,-1.9396,0.137863,-1.9396,0.023839,-1.9396,0.111454,-1.9396,0.078733
144121,-1.91171,0.058439,-1.91171,0.038051,-1.91171,0.212473,-1.91171,0.029349,-1.91171,0.138235,-1.91171,0.023903,-1.91171,0.111755,-1.91171,0.078946
144122,-1.88853,0.058596,-1.88853,0.038153,-1.88853,0.213043,-1.88853,0.029428,-1.88853,0.138606,-1.88853,0.023967,-1.88853,0.112055,-1.88853,0.079158
144123,-1.87132,0.058771,-1.87132,0.038267,-1.87132,0.21368,-1.87132,0.029516,-1.87132,0.139021,-1.87132,0.024039,-1.87132,0.11239,-1.87132,0.079395
144124,-1.84674,0.058756,-1.84674,0.038257,-1.84674,0.213625,-1.84674,0.029508,-1.84674,0.138985,-1.84674,0.024033,-1.84674,0.112361,-1.84674,0.079374
144125,-1.81896,0.058693,-1.81896,0.038216,-1.81896,0.213395,-1.81896,0.029476,-1.81896,0.138835,-1.81896,0.024007,-1.81896,0.11224,-1.81896,0.079289
144126,-1.80182,0.058783,-1.80182,0.038274,-1.80182,0.213722,-1.80182,0.029522,-1.80182,0.139048,-1.80182,0.024044,-1.80182,0.112412,-1.80182,0.07941
144127,-1.79012,0.058888,-1.79012,0.038343,-1.79012,0.214106,-1.79012,0.029575,-1.79012,0.139298,-1.79012,0.024087,-1.79012,0.112614,-1.79012,0.079553
144128,-1.77918,0.059021,-1.77918,0.03843,-1.77918,0.21459,-1.77918,0.029642,-1.77918,0.139613,-1.77918,0.024141,-1.77918,0.112869,-1.77918,0.079733
144129,-1.76852,0.059189,-1.76852,0.038539,-1.76852,0.215199,-1.76852,0.029726,-1.76852,0.140009,-1.76852,0.02421,-1.76852,0.113189,-1.76852,0.079959
144130,-1.75446,0.059351,-1.75446,0.038645,-1.75446,0.215789,-1.75446,0.029807,-1.75446,0.140393,-1.75446,0.024276,-1.75446,0.113499,-1.75446,0.080178
144146,-1.74434,0.067534,-1.74434,0.043973,-1.74434,0.245541,-1.74434,0.033917,-1.74434,0.159749,-1.74434,0.027623,-1.74434,0.129148,-1.74434,0.091233
144147,-1.74372,0.068018,-1.74372,0.044288,-1.74372,0.247299,-1.74372,0.03416,-1.74372,0.160894,-1.74372,0.027821,-1.74372,0.130073,-1.74372,0.091886
144148,-1.74315,0.068503,-1.74315,0.044604,-1.74315,0.249064,-1.74315,0.034403,-1.74315,0.162042,-1.74315,0.02802,-1.74315,0.131001,-1.74315,0.092542
